4.00000	0.00000	0.00000	0.00000	0.27632
4.00000	0.00000	0.00000	0.00000	0.27654
4.00000	0.00000	0.00000	0.00000	0.27665
4.00000	0.00000	0.00000	0.00000	0.27675
4.00000	0.00000	0.00000	0.00000	0.27685
4.00000	0.00000	0.00000	0.00000	0.27694
4.00000	0.00000	0.00000	0.00000	0.27705
4.00000	0.00000	0.00000	0.00000	0.27716
4.00000	0.00000	0.00000	0.00000	0.27726
4.00000	0.00000	0.00000	0.00000	0.27738
4.00000	0.00000	0.00000	0.00000	0.27748
4.00000	0.00000	0.00000	0.00000	0.27758
4.00000	0.00000	0.00000	0.00000	0.27767
4.00000	0.00000	0.00000	0.00000	0.27778
4.00000	0.00000	0.00000	0.00000	0.27788
4.00000	0.00000	0.00000	0.00000	0.27798
4.00000	0.00000	0.00000	0.00000	0.27808
4.00000	0.00000	0.00000	0.00000	0.27818
4.00000	0.00000	0.00000	0.00000	0.27828
4.00000	0.00000	0.00000	0.00000	0.27838
4.00000	0.00000	0.00000	0.00000	0.27854
4.00000	0.00000	0.00000	0.00000	0.27865
4.00000	0.00000	0.00000	0.00000	0.27875
4.00000	0.00000	0.00000	0.00000	0.27885
4.00000	0.00000	0.00000	0.00000	0.27895
4.00000	0.00000	0.00000	0.00000	0.27905
4.00000	0.00000	0.00000	0.00000	0.27921
4.00000	0.00000	0.00000	0.00000	0.27931
4.00000	0.00000	0.00000	0.00000	0.27941
4.00000	0.00000	0.00000	0.00000	0.27951
4.00000	0.00000	0.00000	0.00000	0.27961
4.00000	0.00000	0.00000	0.00000	0.27971
4.00000	0.00000	0.00000	0.00000	0.27982
4.00000	0.00000	0.00000	0.00000	0.28001
4.00000	0.00000	0.00000	0.00000	0.28013
4.00000	0.00000	0.00000	0.00000	0.28024
4.00000	0.00000	0.00000	0.00000	0.28034
4.00000	0.00000	0.00000	0.00000	0.28044
4.00000	0.00000	0.00000	0.00000	0.28055
4.00000	0.00000	0.00000	0.00000	0.28066
4.00000	0.00000	0.00000	0.00000	0.28077
4.00000	0.00000	0.00000	0.00000	0.28087
4.00000	0.00000	0.00000	0.00000	0.28097
4.00000	0.00000	0.00000	0.00000	0.28108
4.00000	0.00000	0.00000	0.00000	0.28118
4.00000	0.00000	0.00000	0.00000	0.28129
4.00000	0.00000	0.00000	0.00000	0.28140
4.00000	0.00000	0.00000	0.00000	0.28150
4.00000	0.00000	0.00000	0.00000	0.28161
4.00000	0.00000	0.00000	0.00000	0.28171
4.00000	0.00000	0.00000	0.00000	0.28181
4.00000	0.00000	0.00000	0.00000	0.28192
4.00000	0.00000	0.00000	0.00000	0.28206
4.00000	0.00000	0.00000	0.00000	0.28217
4.00000	0.00000	0.00000	0.00000	0.28227
4.00000	0.00000	0.00000	0.00000	0.28237
4.00000	0.00000	0.00000	0.00000	0.28247
4.00000	0.00000	0.00000	0.00000	0.28257
4.00000	0.00000	0.00000	0.00000	0.28277
4.00000	0.00000	0.00000	0.00000	0.28290
4.00000	0.00000	0.00000	0.00000	0.28301
